"Car_Name","Price","Mileage","Fuel","Gearbox","Year","Voivodeship"
"Opel Zafira","89 000","102 000 km","Diesel","Manualna","2021","Dolnośląskie"
"Opel Mokka 1.6 ecoFLEX Start/Stop Edition","37 900","143 000 km","Benzyna","Manualna","2014","Podkarpackie"
"Opel Insignia","19 900","300 000 km","Diesel","Manualna","2011","Lubelskie"
"Opel Karl 1.0 ECOFLEX Start/Stop Exclusive","22 900","131 255 km","Benzyna","Manualna","2016","Zachodniopomorskie"
"Opel Astra 1.7 CDTI Caravan DPF","13 550","193 113 km","Diesel","Manualna","2010","Dolnośląskie"
"Opel Astra III 1.6 Cosmo","6 999","235 000 km","Benzyna","Manualna","2008","Śląskie"
"Opel Insignia 2.0 CDTI Cosmo ecoFLEX","19 900","330 000 km","Diesel","Manualna","2011","Lubelskie"
"Opel Insignia 2.0 CDTI Edition ecoFLEX","28 900","211 700 km","Diesel","Manualna","2014","Kujawsko-pomorskie"
"Opel Astra IV 1.6 CDTI Sport","31 800","356 000 km","Diesel","Manualna","2017","Mazowieckie"
"Opel Antara 2.4 4x4","26 900","227 000 km","Benzyna+LPG","Manualna","2009","Mazowieckie"
"Opel Corsa 1.3 CDTI Enjoy","10 900","233 000 km","Diesel","Manualna","2012","Mazowieckie"
"Opel Astra V 1.5 CDTI Business Elegance S&S","19 680","100 000 km","Diesel","Manualna","2021","Podkarpackie"
"Opel Astra 1.4 Turbo ecoFLEX Start/Stop Color Edition","22 800","196 000 km","Benzyna","Manualna","2015","Łódzkie"
"Opel Astra 1.6 D (CDTI) Edition","35 000","121 000 km","Diesel","Manualna","2016","Dolnośląskie"
"Opel Insignia 2.0 CDTI Cosmo","21 500","261 000 km","Diesel","Manualna","2011","Wielkopolskie"
"Opel Insignia 2.0 CDTI","15 700","296 250 km","Diesel","Manualna","2011","Podkarpackie"
"Opel Grandland X 1.5 CDTI Elegance S&S","56 900","175 000 km","Diesel","Automatyczna","2019","Mazowieckie"
"Opel Insignia 1.6 CDTI Elite S&S Eco","42 900","127 000 km","Diesel","Manualna","2018","Świętokrzyskie"
"Opel Corsa 1.2 16V Edition / Active","16 900","126 421 km","Benzyna","Manualna","2013","Małopolskie"
"Opel Mokka","36 000","185 000 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Corsa","6 000","166 830 km","Benzyna","Manualna","2008","Małopolskie"
"Opel Astra","12 000","244 546 km","Diesel","Manualna","2008","Małopolskie"
"Opel Zafira 1.9 CDTI Elegance","6 999","312 000 km","Diesel","Manualna","2006","Śląskie"
"Opel Zafira 2.0 CDTI Cosmo EcoFLEX S&S","27 800","190 000 km","Diesel","Manualna","2014","Wielkopolskie"
"Opel Astra III GTC 1.8 Cosmo","3 999","244 000 km","Benzyna","Manualna","2005","Śląskie"
"Opel Astra","24 900","218 220 km","Diesel","Manualna","2018","Lubelskie"
"Opel Astra 1.9 CDTI Caravan DPF Cosmo","5 999","312 000 km","Diesel","Manualna","2006","Śląskie"
"Opel Corsa 1.2 16V Enjoy","22 500","175 800 km","Benzyna","Manualna","2015","Podlaskie"
"Opel Crossland X 1.2 T 120 Lat S&S","35 900","151 000 km","Benzyna","Manualna","2019","Mazowieckie"
"Opel Astra","23 900","157 924 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Astra 1.6 D (CDTI) Sports Tourer Edition","23 900","215 000 km","Diesel","Manualna","2016","Pomorskie"
"Opel Insignia 2.0 T Edition 4x4","27 300","215 000 km","Benzyna","Manualna","2009","Małopolskie"
"Opel Insignia 2.0 CDTI Executive S&S","13 000","204 000 km","Diesel","Manualna","2014","Mazowieckie"
"Opel Astra IV 1.4 T Active","24 500","163 500 km","Benzyna+LPG","Manualna","2013","Małopolskie"
"Opel Meriva 1.4 150 Jahre","34 900","95 000 km","Benzyna","Manualna","2016","Łódzkie"
"Opel Vectra GTS 1.8","13 000","251 000 km","Benzyna","Manualna","2004","Łódzkie"
"Opel Astra","9 600","127 000 km","Benzyna","Manualna","2008","Małopolskie"
"Opel Astra III GTC 1.7 CDTI Sport","7 990","290 000 km","Diesel","Manualna","2006","Kujawsko-pomorskie"
"Opel Insignia","15 900","320 000 km","Benzyna","Automatyczna","2009","Dolnośląskie"
"Opel Mokka 1.7 CDTI Cosmo S&S","34 900","189 600 km","Diesel","Manualna","2015","Mazowieckie"
"Opel Corsa 1.6 Turbo GSi","17 700","179 000 km","Benzyna","Manualna","2011","Małopolskie"
"Opel Astra 1.4 Turbo Edition Sport","17 900","201 000 km","Benzyna","Manualna","2010","Wielkopolskie"
"Opel Corsa 1.4 Turbo ecoFLEX Start-Stop Innovation","28 500","183 500 km","Benzyna","Manualna","2014","Mazowieckie"
"Opel Astra 1.4 Turbo Sports Tourer","14 900","220 000 km","Benzyna","Manualna","2011","Łódzkie"
"Opel Insignia","58 500","86 800 km","Diesel","Automatyczna","2018","Mazowieckie"
"Opel Vivaro Tourer 1.6 CDTI L2","73 677","195 000 km","Diesel","Manualna","2019","Śląskie"
"Opel Astra","17 900","169 000 km","Benzyna","Manualna","2011","Świętokrzyskie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop Business Edition","48 800","164 244 km","Diesel","Manualna","2018","Wielkopolskie"
"Opel Corsa 1.4 Turbo ecoFLEX Start/Stop Active","24 900","177 831 km","Benzyna","Manualna","2016","Kujawsko-pomorskie"
"Opel Mokka 1.4 T Cosmo","39 900","150 545 km","Benzyna","Manualna","2013","Zachodniopomorskie"
"Opel Mokka","35 500","157 000 km","Benzyna","Manualna","2014","Dolnośląskie"
"Opel Astra 1.2 Turbo Start/Stop Edition","46 900","80 000 km","Benzyna","Manualna","2020","Mazowieckie"
"Opel Astra 1.4 Turbo Active","19 900","122 277 km","Benzyna","Manualna","2014","Podkarpackie"
"Opel Mokka","37 900","166 847 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Mokka X 1.4 (ecoFLEX) ECOTEC Start/Stop Color Innovation","59 900","77 894 km","Benzyna","Manualna","2018","Świętokrzyskie"
"Opel Astra V 1.4 T Enjoy","45 900","69 000 km","Benzyna","Manualna","2018","Łódzkie"
"Opel Astra IV 1.4 Enjoy EU6","18 900","184 700 km","Benzyna","Manualna","2012","Podlaskie"
"Opel Mokka","103 900","4 km","Benzyna","Manualna","2025","Wielkopolskie"
"Opel Astra GTC 1.4 Turbo","20 500","175 300 km","Benzyna","Manualna","2011","Łódzkie"
"Opel Astra 1.4 150 Jahre","12 700","154 000 km","Benzyna","Manualna","2012","Śląskie"
"Opel Vectra 1.8 Elegance","6 500","315 000 km","Benzyna","Manualna","2005","Mazowieckie"
"Opel Mokka","37 900","198 600 km","Diesel","Manualna","2015","Małopolskie"
"Opel Vivaro","53 900","223 000 km","Diesel","Manualna","2015","Łódzkie"
"Opel Astra IV 1.6 Active","29 500","129 000 km","Benzyna","Manualna","2015","Śląskie"
"Opel Astra 1.4 Turbo Cosmo","24 999","235 350 km","Benzyna","Manualna","2012","Lubelskie"
"Opel Corsa","17 500","119 000 km","Benzyna","Manualna","2013","Dolnośląskie"
"Opel Mokka X 1.4 T Color Edition S&S","41 600","178 000 km","Benzyna","Manualna","2016","Podlaskie"
"Opel Insignia 1.5 T GPF Elite S&S","48 500","203 500 km","Benzyna","Automatyczna","2017","Pomorskie"
"Opel Corsa","30 999","4 817 km","Benzyna","Automatyczna","2025","Małopolskie"
"Opel Corsa 1.4 Edition","27 900","150 000 km","Benzyna","Manualna","2017","Podlaskie"
"Opel Meriva 1.4 T Design Edition","19 990","193 000 km","Benzyna","Manualna","2011","Małopolskie"
"Opel Insignia Sports Tourer 1.6 Diesel Edition","35 900","193 252 km","Diesel","Manualna","2019","Wielkopolskie"
"Opel Astra","44 899","84 000 km","Benzyna","Manualna","2021","Mazowieckie"
"Opel Astra","44 899","114 000 km","Diesel","Automatyczna","2021","Mazowieckie"
"Opel Insignia","55 899","129 000 km","Diesel","Manualna","2020","Mazowieckie"
"Opel Vivaro","59 900","128 000 km","Diesel","Manualna","2017","Wielkopolskie"
"Opel Corsa","3 300","170 000 km","Benzyna","Manualna","2004","Dolnośląskie"
"Opel Insignia 1.8","16 300","174 000 km","Benzyna","Manualna","2009","Opolskie"
"Opel Mokka 1.4 Turbo Automatik Color Edition","41 900","113 000 km","Benzyna","Automatyczna","2014","Podkarpackie"
"Opel Astra V 1.4 T Elite S&S","31 900","211 826 km","Benzyna","Manualna","2016","Śląskie"
"Opel Grandland 1.2 T Business Edition S&S","75 900","64 382 km","Benzyna","Manualna","2022","Śląskie"
"Opel Mokka 1.4 T Cosmo S&S","43 900","109 900 km","Benzyna","Manualna","2017","Opolskie"
"Opel Insignia 2.0 CDTI Cosmo","16 900","270 000 km","Diesel","Manualna","2010","Śląskie"
"Opel Corsa 1.6T OPC","23 500","180 000 km","Benzyna","Manualna","2008","Śląskie"
"Opel Astra 1.4 Turbo Sports Tourer","29 900","188 000 km","Benzyna","Manualna","2015","Warmińsko-mazurskie"
"Opel Mokka X 1.6 (ecoFLEX) Start/Stop Selection","49 900","150 000 km","Benzyna","Manualna","2017","Śląskie"
"Opel Astra 1.6 CDTI DPF ecoFLEX Start/Stop Edition","22 900","244 000 km","Diesel","Manualna","2016","Lubelskie"
"Opel Mokka","38 900","152 000 km","Benzyna","Manualna","2014","Dolnośląskie"
"Opel Astra III GTC 1.9 CDTI Sport","8 100","217 000 km","Diesel","Manualna","2006","Łódzkie"
"Opel Frontera 1.2 T mHEV GS eDTC6","125 900","1 km","Hybryda","Automatyczna","2025","Mazowieckie"
"Opel Astra 1.7 CDTI DPF ecoFLEX Sports TourerStart/Stop","20 900","189 000 km","Diesel","Manualna","2014","Podlaskie"
"Opel Astra","39 900","178 600 km","Diesel","Manualna","2021","Kujawsko-pomorskie"
"Opel Insignia","56 500","98 202 km","Diesel","Manualna","2019","Mazowieckie"
"Opel Grandland X 1.6 CDTI Ultimate S&S","64 900","117 000 km","Diesel","Manualna","2018","Łódzkie"
"Opel Astra 1.6 Turbo Cosmo","13 700","270 088 km","Benzyna","Manualna","2013","Lubelskie"
"Opel Astra","5 500","290 000 km","Diesel","Manualna","2004","Zachodniopomorskie"
"Opel Vectra","9 999","300 000 km","Diesel","Manualna","2007","Śląskie"
"Opel Vectra 1.8","7 500","348 500 km","Benzyna+LPG","Manualna","2005","Łódzkie"
"Opel Astra","25 900","222 675 km","Benzyna+LPG","Manualna","2012","Świętokrzyskie"
"Opel Meriva 1.3 CDTI Enjoy","7 300","129 000 km","Diesel","Manualna","2006","Śląskie"
"Opel Mokka","35 300","166 772 km","Diesel","Manualna","2016","Mazowieckie"
"Opel Insignia","66 000","82 763 km","Benzyna","Automatyczna","2019","Małopolskie"
"Opel Grandland X","57 900","98 000 km","Benzyna","Manualna","2020","Dolnośląskie"
"Opel Astra","29 900","153 544 km","Benzyna+LPG","Manualna","2016","Śląskie"
"Opel Corsa 1.4 120 Lat","27 900","163 000 km","Benzyna","Manualna","2019","Mazowieckie"
"Opel Mokka 1.7 CDTI Automatik Edition","27 900","219 123 km","Diesel","Automatyczna","2015","Śląskie"
"Opel Grandland Electric 73kWh Standard Range GS","179 900","2 km","Elektryczny","Automatyczna","2024","Śląskie"
"Opel Frontera 1.2 T mHEV Edition eDTC6","98 000","7 km","Hybryda","Automatyczna","2025","Śląskie"
"Opel Astra 1.5 D Start/Stop Sports Tourer Business Elegance","43 990","140 000 km","Diesel","Manualna","2021","Łódzkie"
"Opel Zafira","33 900","247 007 km","Diesel","Automatyczna","2015","Mazowieckie"
"Opel Astra 1.4 Turbo Sports Tourer Innovation","17 000","174 100 km","Benzyna","Manualna","2011","Dolnośląskie"
"Opel Corsa 1.4 Enjoy","34 900","111 757 km","Benzyna","Manualna","2018","Dolnośląskie"
"Opel Crossland X","49 900","64 758 km","Benzyna","Manualna","2019","Pomorskie"
"Opel Crossland X 1.2 Enjoy","43 900","30 620 km","Benzyna","Manualna","2020","Pomorskie"
"Opel Astra 1.4 Turbo Sports Tourer ecoFLEX Start/Stop Active","28 900","109 000 km","Benzyna","Manualna","2014","Mazowieckie"
"Opel Corsa 1.2 16V Sport","14 300","122 000 km","Benzyna","Manualna","2007","Wielkopolskie"
"Opel Meriva 1.4 Active","16 950","161 000 km","Benzyna","Manualna","2012","Wielkopolskie"
"Opel Corsa 1.2 T mHEV GS eDCT","79 000","2 600 km","Hybryda","Automatyczna","2024","Małopolskie"
"Opel Vectra 1.8","6 900","236 000 km","Benzyna","Manualna","2002","Lubelskie"
"Opel Combo Life 1.2 Turbo Enjoy S&S","43 900","113 300 km","Benzyna","Manualna","2019","Małopolskie"
"Opel Corsa 1.2 Cosmo","26 900","137 000 km","Benzyna","Manualna","2018","Łódzkie"
"Opel Astra","38 500","115 886 km","Diesel","Manualna","2019","Mazowieckie"
"Opel Mokka","56 800","140 000 km","Benzyna","Manualna","2017","Mazowieckie"
"Opel Astra IV 1.6 CDTI Sport","31 800","157 000 km","Diesel","Manualna","2016","Mazowieckie"
"Opel Mokka","33 900","139 000 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Mokka Mokka-e 50kWh Edition","59 999","68 000 km","Elektryczny","Automatyczna","2021","Wielkopolskie"
"Opel Mokka X 1.4 ECOFLEX Start/Stop Active","47 999","129 000 km","Benzyna","Manualna","2016","Wielkopolskie"
"Opel Astra 1.7 CDTI DPF Active","12 400","210 000 km","Diesel","Manualna","2012","Lubelskie"
"Opel Crossland X","66 900","43 877 km","Benzyna","Manualna","2023","Mazowieckie"
"Opel Insignia 2.0 CDTI Active","13 900","238 000 km","Diesel","Manualna","2009","Zachodniopomorskie"
"Opel Vectra","6 000","250 530 km","Diesel","Automatyczna","2005","Lubuskie"
"Opel Mokka 1.4 T Cosmo","47 900","130 000 km","Benzyna","Manualna","2017","Warmińsko-mazurskie"
"Opel Astra","16 900","219 041 km","Benzyna","Manualna","2011","Łódzkie"
"Opel Mokka","49 900","113 000 km","Benzyna","Manualna","2016","Śląskie"
"Opel Mokka X 1.4 T Elite","64 900","118 242 km","Benzyna","Automatyczna","2018","Łódzkie"
"Opel Corsa 1.5 D Business S&S","45 900","43 000 km","Diesel","Manualna","2020","Kujawsko-pomorskie"
"Opel Grandland X 1.2 Start/Stop 120 Jahre","49 500","187 355 km","Benzyna","Manualna","2019","Kujawsko-pomorskie"
"Opel Astra 1.4 Turbo Start/Stop Business","42 900","90 000 km","Benzyna","Manualna","2017","Małopolskie"
"Opel Insignia 1.6 CDTI Edition ecoFLEX S&S","24 900","206 000 km","Diesel","Manualna","2016","Pomorskie"
"Opel Meriva 1.4 Selection","11 000","172 000 km","Benzyna+LPG","Manualna","2010","Małopolskie"
"Opel Astra 1.4 Turbo Start/Stop Automatik Business","36 900","194 000 km","Benzyna","Automatyczna","2016","Mazowieckie"
"Opel Corsa 1.2 16V","9 300","176 000 km","Benzyna","Manualna","2007","Łódzkie"
"Opel Astra VI 1.2 T Ultimate S&S","74 900","68 935 km","Benzyna","Automatyczna","2022","Warmińsko-mazurskie"
"Opel Karl","22 500","170 000 km","Benzyna","Manualna","2016","Łódzkie"
"Opel Meriva 1.4 Active","24 900","130 000 km","Benzyna","Manualna","2010","Warmińsko-mazurskie"
"Opel Astra 1.4 Caravan","12 300","190 000 km","Benzyna","Manualna","2009","Łódzkie"
"Opel Meriva 1.4 Automatik Style","39 500","53 182 km","Benzyna","Automatyczna","2016","Mazowieckie"
"Opel Astra","8 000","69 000 km","Benzyna","Manualna","2008","Mazowieckie"
"Opel Astra GTC 2.0 Turbo Cosmo","9 500","287 000 km","Benzyna","Manualna","2005","Śląskie"
"Opel Crossland X","68 500","59 320 km","Benzyna","Automatyczna","2024","Kujawsko-pomorskie"
"Opel Astra V 1.4 T Enjoy S&S","43 900","101 000 km","Benzyna","Manualna","2018","Mazowieckie"
"Opel Adam 1.0 Start/Stop Unlimited","29 499","72 149 km","Benzyna","Manualna","2017","Wielkopolskie"
"Opel Crossland X","34 500","139 000 km","Benzyna","Manualna","2018","Dolnośląskie"
"Opel Crossland X","59 800","46 000 km","Benzyna","Manualna","2022","Śląskie"
"Opel Insignia","21 000","236 000 km","Diesel","Automatyczna","2010","Łódzkie"
"Opel Zafira","3 300","416 066 km","Benzyna+LPG","Manualna","2004","Małopolskie"
"Opel Meriva 1.4 Selection","16 800","156 000 km","Benzyna","Manualna","2010","Małopolskie"
"Opel Astra","38 900","140 000 km","Benzyna","Manualna","2019","Dolnośląskie"
"Opel Meriva 1.6 16V Cosmo","6 200","276 992 km","Benzyna+LPG","Manualna","2005","Kujawsko-pomorskie"
"Opel Meriva 1.4 ecoflex Edition","20 900","156 861 km","Benzyna","Manualna","2011","Dolnośląskie"
"Opel Astra 1.4 Turbo Design Edition","29 900","118 000 km","Benzyna+LPG","Manualna","2014","Śląskie"
"Opel Insignia 1.5 T Elite S&S","48 000","103 120 km","Benzyna","Automatyczna","2019","Podkarpackie"
"Opel Insignia 1.8 Cosmo","25 900","197 000 km","Benzyna","Manualna","2011","Podlaskie"
"Opel Mokka 1.4 T Cosmo","34 600","170 000 km","Benzyna","Manualna","2016","Kujawsko-pomorskie"
"Opel Astra","31 700","184 000 km","Benzyna","Manualna","2020","Mazowieckie"
"Opel Astra","38 800","113 000 km","Benzyna","Manualna","2021","Mazowieckie"
"Opel Insignia 1.5 T Elite S&S","48 000","88 680 km","Benzyna","Automatyczna","2019","Podkarpackie"
"Opel Astra 1.5 D Start/Stop Business Edition","37 900","126 000 km","Diesel","Manualna","2020","Pomorskie"
"Opel Astra 1.0 Turbo Start/Stop Business","30 900","198 000 km","Benzyna","Manualna","2019","Pomorskie"
"Opel Mokka 1.4 T Enjoy S&S 4x4","32 888","149 990 km","Benzyna","Manualna","2013","Wielkopolskie"
"Opel Astra VI 1.2 T Ultimate S&S","116 900","1 km","Benzyna","Automatyczna","2024","Małopolskie"
"Opel Insignia Sports Tourer 2.0 BiTurbo Diesel 4x4 Exclusive","41 000","200 000 km","Diesel","Automatyczna","2018","Kujawsko-pomorskie"
"Opel Astra","13 900","226 405 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Adam","29 900","167 000 km","Benzyna","Manualna","2017","Warmińsko-mazurskie"
"Opel Astra V 1.2 T Edition S&S","47 900","149 057 km","Benzyna","Manualna","2021","Mazowieckie"
"Opel Astra III 1.8 Sport","7 500","274 000 km","Benzyna","Manualna","2004","Mazowieckie"
"Opel Meriva 1.4 T Cosmo","15 900","167 000 km","Benzyna","Manualna","2011","Łódzkie"
"Opel Corsa 1.0 12V Base / Start","7 499","123 300 km","Benzyna","Manualna","2000","Podlaskie"
"Opel Astra 1.4 Innovation","10 700","159 000 km","Benzyna","Manualna","2006","Małopolskie"
"Opel Grandland X","24 900","59 419 km","Benzyna","Manualna","2019","Mazowieckie"
"Opel Insignia 1.6 CDTI Cosmo ecoFLEX S&S","17 500","227 000 km","Diesel","Manualna","2017","Kujawsko-pomorskie"
"Opel Meriva 1.4 ecoflex Active","16 900","99 000 km","Benzyna","Manualna","2010","Mazowieckie"
"Opel Crossland X 1.2 Start/Stop Innovation","44 900","148 074 km","Benzyna","Manualna","2018","Opolskie"
"Opel Mokka 1.4 T Cosmo S&S","45 900","169 000 km","Benzyna+LPG","Manualna","2017","Podlaskie"
"Opel Insignia 2.0 CDTI ecoFLEX Sport","6 299","156 000 km","Diesel","Manualna","2013","Wielkopolskie"
"Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop ENERGY","10 500","130 000 km","Diesel","Manualna","2016","Wielkopolskie"
"Opel Zafira 1.4 T Enjoy","37 900","204 052 km","Benzyna","Manualna","2017","Mazowieckie"
"Opel Insignia 2.0 CDTI Innovation S&S","65 990","127 000 km","Diesel","Automatyczna","2020","Warmińsko-mazurskie"
"Opel Corsa 1.4 Enjoy","28 900","89 857 km","Benzyna","Manualna","2015","Śląskie"
"Opel Mokka 1.6 Cosmo S&S","42 900","101 700 km","Benzyna","Manualna","2013","Świętokrzyskie"
"Opel Insignia 2.0 CDTI Enjoy S&S","58 500","174 234 km","Diesel","Automatyczna","2017","Mazowieckie"
"Opel Astra V 1.4 T Edition S&S","49 900","110 000 km","Benzyna","Automatyczna","2021","Dolnośląskie"
"Opel Astra IV 1.4 T Sport","26 300","170 000 km","Benzyna+LPG","Manualna","2015","Dolnośląskie"
"Opel Corsa 1.4 16V Color Edition","13 900","167 432 km","Benzyna","Manualna","2011","Śląskie"
"Opel Corsa 1.6 Turbo OPC","44 900","89 000 km","Benzyna","Manualna","2016","Małopolskie"
"Opel Astra 1.4 Turbo Active","28 400","129 600 km","Benzyna","Manualna","2015","Łódzkie"
"Opel Mokka 1.4 T Cosmo EU6","41 300","108 258 km","Benzyna","Manualna","2016","Wielkopolskie"
"Opel Astra 1.7 CDTI DPF ecoFLEX Sports TourerStart/Stop 105g Edition","16 500","147 000 km","Diesel","Manualna","2010","Podlaskie"
"Opel Astra V 1.4 T Enjoy S&S","50 000","138 000 km","Benzyna","Automatyczna","2019","Kujawsko-pomorskie"
"Opel Zafira 1.6 Enjoy","17 900","180 000 km","Benzyna","Manualna","2012","Łódzkie"
"Opel Astra V 1.2 T Elegance S&S","43 900","49 000 km","Benzyna","Manualna","2020","Mazowieckie"
"Opel Zafira 1.6 Active","16 500","217 262 km","Benzyna","Manualna","2009","Mazowieckie"
"Opel Mokka","37 900","124 000 km","Benzyna","Manualna","2014","Świętokrzyskie"
"Opel Insignia Grand Sport 1.6 Diesel (118g) Exclusive","39 900","196 522 km","Diesel","Manualna","2020","Wielkopolskie"
"Opel Insignia 2.0 CDTI Edition","25 900","207 500 km","Diesel","Automatyczna","2010","Wielkopolskie"
"Opel Insignia","37 400","163 639 km","Diesel","Manualna","2017","Świętokrzyskie"
"Opel Astra 1.4 Turbo Sports Tourer","19 900","230 000 km","Benzyna","Manualna","2013","Małopolskie"
"Opel Astra 1.4 Turbo Cosmo","29 900","239 700 km","Benzyna","Manualna","2014","Mazowieckie"
"Opel Corsa 1.4 Enjoy","32 900","178 794 km","Benzyna","Manualna","2016","Mazowieckie"
"Opel Vivaro","54 900","300 000 km","Diesel","Manualna","2015","Wielkopolskie"
"Opel Corsa 1.2 16V EcoFLEX Start-Stop Active","10 900","138 500 km","Benzyna","Manualna","2013","Dolnośląskie"
"Opel Insignia 2.0 CDTI Elite S&S","54 900","199 000 km","Diesel","Automatyczna","2017","Zachodniopomorskie"
"Opel Vectra 2.2 Elegance ActiveSelect","9 499","164 588 km","Benzyna","Automatyczna","2006","Lubuskie"
"Opel Insignia Sports Tourer 1.5 Direct Inj Turbo Ultimate","59 999","127 000 km","Benzyna","Automatyczna","2017","Śląskie"
"Opel Grandland 1.2 T mHEV GS S&S eDTC6","131 900","1 500 km","Hybryda","Automatyczna","2025","Małopolskie"
"Opel Astra III 1.7 CDTI Edition","8 400","191 000 km","Diesel","Manualna","2008","Mazowieckie"
"Opel Meriva","16 900","171 000 km","Benzyna","Manualna","2011","Lubelskie"
"Opel Frontera","140 200","4 km","Elektryczny","Automatyczna","2025","Wielkopolskie"
"Opel Astra V 1.2 T Elegance S&S","46 900","68 310 km","Benzyna","Manualna","2021","Małopolskie"
"Opel Frontera 1.2 T mHEV GS eDTC6","112 500","3 km","Hybryda","Automatyczna","2025","Małopolskie"
"Opel Frontera 1.2 T mHEV GS eDTC6","121 100","3 km","Hybryda","Automatyczna","2025","Małopolskie"
"Opel Corsa 1.2 Edition S&S","80 500","3 km","Benzyna","Manualna","2025","Małopolskie"
"Opel Insignia","49 900","190 000 km","Benzyna+LPG","Automatyczna","2019","Zachodniopomorskie"
"Opel Grandland 1.2 T mHEV Edition S&S eDTC6","138 900","3 km","Hybryda","Automatyczna","2025","Małopolskie"
"Opel Combo Life XL 1.5 D Start/Stop Elegance","49 900","108 000 km","Diesel","Manualna","2020","Dolnośląskie"
"Opel Insignia","97 899","57 811 km","Benzyna","Automatyczna","2022","Mazowieckie"
"Opel Grandland 1.2 T GS Line S&S","69 900","115 000 km","Benzyna","Automatyczna","2022","Mazowieckie"
"Opel Adam 1.4 Jam","34 900","40 157 km","Benzyna","Manualna","2018","Wielkopolskie"
"Opel Astra III 1.7 CDTI EcoFLEX","16 999","112 635 km","Diesel","Manualna","2010","Małopolskie"
"Opel Insignia 2.0 CDTI S&S","25 900","345 000 km","Diesel","Manualna","2016","Śląskie"
"Opel Astra","26 900","162 864 km","Benzyna","Manualna","2015","Lubuskie"
"Opel Insignia Sports Tourer 1.6 Diesel Exclusive","38 900","245 000 km","Diesel","Manualna","2019","Pomorskie"
"Opel Astra 1.6 Automatik Design Edition","23 900","165 350 km","Benzyna","Automatyczna","2010","Opolskie"
"Opel Astra","35 000","150 553 km","Benzyna","Manualna","2018","Śląskie"
"Opel Astra","22 990","183 742 km","Benzyna","Manualna","2014","Wielkopolskie"
"Opel Grandland 1.2 T GS S&S","109 900","10 000 km","Benzyna","Automatyczna","2024","Pomorskie"
"Opel Corsa","18 900","80 000 km","Benzyna","Manualna","2021","Wielkopolskie"
"Opel Insignia 2.0 CDTI Cosmo ecoFLEX","23 000","229 000 km","Diesel","Manualna","2012","Lubuskie"
"Opel Zafira Tourer 1.4 Turbo Active","28 900","162 015 km","Benzyna","Manualna","2012","Mazowieckie"
"Opel Antara 2.0 CDTI 4x4 Edition Plus","16 999","189 000 km","Diesel","Manualna","2008","Pomorskie"
"Opel Corsa","34 900","64 400 km","Benzyna","Manualna","2018","Podkarpackie"
"Opel Astra","8 999","169 000 km","Benzyna","Automatyczna","2004","Mazowieckie"
"Opel Insignia 2.0 CDTI Edition","23 000","354 000 km","Diesel","Manualna","2011","Mazowieckie"
"Opel Zafira Tourer 2.0 CDTI Edition","22 999","218 000 km","Diesel","Manualna","2013","Pomorskie"
"Opel Antara 2.2 CDTI Cosmo","27 500","200 000 km","Diesel","Automatyczna","2011","Śląskie"
"Opel Insignia 2.0 CDTI Cosmo","15 900","255 000 km","Diesel","Manualna","2009","Lubelskie"
"Opel Insignia 2.0 CDTI 4x4 Business Elegance S&S","79 890","138 108 km","Diesel","Automatyczna","2021","Małopolskie"
"Opel Vectra 1.9 CDTI Caravan Automatik","8 000","299 000 km","Diesel","Automatyczna","2007","Mazowieckie"
"Opel Antara","37 900","226 378 km","Diesel","Automatyczna","2014","Wielkopolskie"
"Opel Vivaro L2H1 2.9t","28 900","367 000 km","Diesel","Manualna","2008","Warmińsko-mazurskie"
"Opel Grandland 1.2 T GS Line S&S","84 000","37 626 km","Benzyna","Manualna","2022","Wielkopolskie"
"Opel Astra IV 1.4 T Cosmo","29 900","136 674 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Astra III 1.6","9 999","263 062 km","Benzyna+LPG","Manualna","2011","Kujawsko-pomorskie"
"Opel Astra","32 777","148 379 km","Benzyna","Manualna","2016","Łódzkie"
"Opel Crossland X 1.2 T Enjoy S&S","45 900","96 000 km","Benzyna","Manualna","2019","Mazowieckie"
"Opel Astra","83 000","9 100 km","Hybryda Plug-in","Automatyczna","2023","Śląskie"
"Opel Meriva 1.6 CDTI ecoflex Start/Stop Innovation","20 900","260 000 km","Diesel","Manualna","2015","Podlaskie"
"Opel Grandland X 1.2 T Innovation S&S","53 999","114 655 km","Benzyna","Automatyczna","2017","Małopolskie"
"Opel Insignia","19 999","184 500 km","Diesel","Manualna","2012","Wielkopolskie"
"Opel Insignia 2.0 CDTI Elite S&S","49 999","140 000 km","Diesel","Manualna","2017","Podlaskie"
"Opel Zafira Tourer 2.0 CDTI Edition","20 900","246 686 km","Diesel","Manualna","2013","Dolnośląskie"
"Opel Insignia","25 900","228 000 km","Diesel","Manualna","2014","Świętokrzyskie"
"Opel Zafira 1.6 CDTI Elite S&S","32 700","235 000 km","Diesel","Manualna","2017","Mazowieckie"
